RSL	Morales	Javier	M	400000	$
RSL	Olave	Jamison	D	275000	32600
RSL	Reynish	Kyle	GK	50000	$
RSL	Rimando	Nick	GK	150000	86250
RSL	Russell	Robbie	D-M	128250	$
RSL	Saborio	Alvaro	F	250000	120000
RSL	Schuler	Chris	D	32600	$
RSL	Toia	Donny	F	45000	110500
RSL	Warner	Collen	M-F	42000	$
RSL	Williams	Andy	M	99225	38225.04
RSL	Wingert	Chris	D	135000	$
SEA	Alonso	Osvaldo	M	140000	62500
SEA	Boss	Terry	GK	42000	$
SEA	Carrasco	Servando	M	32604	105000
SEA	Estrada	David	F	32604	$
SEA	Evans	Brad	F	126500	97500
SEA	Fernandez	Alvaro	M	300000	$
SEA	Ford	Joshua	GK	32604	42000
SEA	Friberg	Erik	M	110000	$
SEA	Fucito	Michael	MF	42000	258750
SEA	Gonzalez	Leonardo	D	110000	$
SEA	Graham	Taylor	D	60638	208125
SEA	Hurtado	John Kennedy	D	135000	$
SEA	Ianni	Patrick	D	85050	69660
SEA	Jaqua	Nate	F	200000	$
SEA	Keller	Kasey	GK	250000	170000
SEA	Levesque	Roger	F	44000	$
SEA	Montano	Miguel	F	32604	183000
SEA	Montero	Fredy	F	500000	213750
SEA	Neagle	Lamar	M	32604	$
SEA	Noonan	Pat	F	96000	191254
SEA	Parke	Jeff	D	136500	$
SEA	Riley	James	D	92000	64250
SEA	Rosales	Mauro	M	42000	$
SEA	Scott	Zach	D	44109	33354
SEA	Seamon	Michael	M	42000	$
SEA	Tetteh	Michael	M	60000	133750
SEA	Wahl	Tyson	D	51870	$
SEA	White	O'Brian	F	100000	136833.33
SEA	Zakuani	Steve	F	90000	$
SJ	Ampaipitakwong	Anthony	M	32600.04	32604
SJ	Beitashour	Steven	D	42000	$
SJ	Bingham	David	GK	60000	202500
SJ	Burling	Bobby	D	42000	$
SJ	Busch	Jon	GK	145000	49083.33
SJ	Convey	Bobby	M	313500	$
SJ	Corrales	Ramiro	M	165000	120004
SJ	Cronin	Sam	M	63250	$
SJ	Dawkins	Simon	M	60000	62500
SJ	Gjertsen	Joey	M	75000	$
SJ	Hernandez	Jason	D	150000	32604
SJ	Jassey	Omar	M	48300	$
SJ	Johnson	Ryan	M	131250	87666.67
SJ	Leitch	Chris	D	106050	$
SJ	Lenhart	Steven	F	45000	241666.67
SJ	Luiz Moreira	Andre	M	72000	$
SJ	Luzunaris	Matt	F	32604	116062.5
SJ	McDonald	Brandon	M	45000	$
SJ	McLoughlin	Ellis	F	32600	42000
SJ	Morrow	Justin	D	42000	$
SJ	Opara	Ike	D	100000	42000
SJ	Ring	Brad	M	42000	$
SJ	Sealy	Scott	F	150000	144375
SJ	Stephenson	Khari	M	165000	$
SJ	Ward	Tim	D	60500	99000
SJ	Weber	Andrew	GK	65004	$
SJ	Wondolowski	Chris	M	175000	174375
TFC	Attakora-Gyan	Nana	D	45000	$
TFC	Borman	Danleigh	M	42000	32604
TFC	Bouchiba	Elbekay	M	92004	$
TFC	Cann	Adrian	D	123996	42000
TFC	Cordon	Oscar	M	32604	$
TFC	de Guzman	Julian	M	1863996	32604
TFC	Eckersley	Richard	D	75000	$
TFC	Frei	Stefan	GK	100000	1250000
TFC	Gargan	Daniel	M	70000	$
TFC	Gold	Matt	M	42000	225333.33
TFC	Gordon	Alan	F	96504	$
TFC	Harden	Ty	D	65000	6500000.04
TFC	Henry	Doneil	D	42000	$
TFC	Kocic	Milos	GK	42000	96000
TFC	Lindsay	Nicholas	F	42000	$
TFC	Makubuya	Keith	F	32604	157125
TFC	Martina	Javier	F	89460	$
TFC	Morgan	Ashtone	D	32604	53250
TFC	Omphroy	Demitrius	D	42000	$
TFC	Peterson	Jacob	F	142500	42000
TFC	Plata	Joao	F	42000	$
TFC	Santos	Maicon	F	126000	55110
TFC	Soolsma	Nick	M-F	86004	$
TFC	Stevanovic	Alen	M	240000	2300000
TFC	Stinson	Matthew	M	32604	$
TFC	Sturgis	Nathan	D-M	85000	141750
TFC	Tchani	Tony	M	90000	$
TFC	Williams	Dicoy	D	50004	111139
TFC	Yourassowsky	Mikael	D	80004	$
TFC	Zavarise	Gianluca	M	42000	100000
VAN	Akloul	Mouloud	D	150000	$
VAN	Boxall	Michael	D	42000	197000
VAN	Brovsky	Jeb	M	42000	$
VAN	Cannon	Joe	GK	199500	96000
VAN	Chiumiento	Davide	M/F	280000	$
VAN	Davies	Philippe	M	32600	32604
VAN	Demerit	Jay	D	300000	$
VAN	Duckett	Bilal	D	32600	42000
VAN	Dunfield	Terry	M	65000	$
VAN	Harmse	Kevin	D	42000	64500
VAN	Harris	Atiba	M-F	77590	$
VAN	Hassli	Eric	F	660000	86000
VAN	Janicki	Greg	D	45000	$
VAN	Khalfan	Nizar	M	60000	45000
VAN	Knight	Wes	M/D	50000	$
VAN	Koffie	Gershon	M	75000	105350
VAN	Leathers	Jonathan	D	42000	$
VAN	Morfaw	Alexandre	M	90000	76000
VAN	Nanchoff	Michael	M	60000	$
VAN	Nolly	Jay	GK	65000	32604
VAN	Rochat	Alain	D	150000	$
VAN	Salgado	Omar	F	80000	105350
VAN	Salinas	Shea	M	44000	$
VAN	Sanvezzo	Camilo	F	127920	100000
VAN	Sylvestre	Brian	GK	32600.04	$
VAN	Tan	Long	F	32600.04	195000
VAN	Teibert	Russell	M	50004	$
VAN	Thorrington	John	M	194700	66355.75
VAN	Wagner	Blake	D	42000	$
					79000
					$
					32604
					$
					149000
					$
					45750
					61750
					$
					42000
					$
					71666.67
					$
					105000
					$
					200000
					$
					150000
					$
					99000
					$
					53500
					$
					346000
					$
					500000
					$
					32604
					$
					32604
					$
					275004
					$
					42000
					$
					79000
					$
					73250
					$
					42000
					$
					86750
					$
					190000
					$
					60000
					$
					191112
					$
					59875
					$
					42000
					$
					82000
					$
					32604
					$
					221500
					$
					66666.67
					$
					85000
					$
					100800
					$
					125625
					$
					42000
					$
					179500
					$
					82375
					$
					493750
					$
					5600000.04
					$
					93500
					$
					32604
					$
					33600
					$
					36600
					$
					42000
					$
					32604
					$
					125000
					$
					4600000
					$
					101300
					$
					99996
					$
					120000
					$
					82000
					$
					62625
					$
					156500
					$
					75000
					$
					180000
					$
					58000
					$
					264000
					32604
					$
					180000
					$
					200004
					$
					80100
					$
					42000
					$
					250000
					$
					160000
					$
					46410
					$
					42000
					$
					79500
					$
					193462.5
					$
					63125
					$
					42000
					$
					32604
					$
					179000
					$
					125000
					$
					183333.33
					$
					135416.67
					$
					153125
					$
					396666.67
					$
					226250
					$
					44000
					$
					168000
					$
					65000
					$
					32604
					$
					306670.67
					$
					108725
					$
					180000
					$
					42000
					$
					42000
					$
					42000
					$
					69250
					$
					32600.04
					$
					76000
					$
					74250
					$
					143758
					$
					267500
					$
					75000
					$
					44937.5
					$
					44000
					$
					126666.67
					$
					129000
					$
					42000
					$
					158166.67
					$
					88000
					$
					32604
					$
					61666.67
					$
					65000
					$
					56700
					$
					201000
					$
					280000
					$
					100000
					$
					80000
					42000
					$
					32600.04
					$
					32604
					$
					85004
					$
					139000
					$
					73250
					$
					42000
					$
					201922.5
					$
					53250
					$
					71650
					$
					301250
					$
					135500
					$
					169058.5
					$
					32604
					$
					75000
					$
					185333.33
					$
					42008
					$
					118125
					$
					225000
					$
					42000
					$
					42000
					$
					452500
					$
					290000
					$
					58304
					$
					158250
					$
					134001.43
					$
					305625
					$
					32600
					$
					60000
					$
					55750
					$
					99225
					$
					135000
					$
					140000
					$
					44500
					$
					32604
					$
					32604
					$
					140250
					$
					366666.67
					$
					32604
					$
					110000
					$
					42000
					$
					110000
					$
					60638
					$
					136000
					$
					85050
					$
					211000
					$
					250000
					$
					44000
					$
					32604
					$
					636000
					$
					32604
					$
					96000
					$
					136500
					97962.5
					$
					42000
					$
					44109
					$
					42000
					$
					77663.06
					$
					54770
					$
					147500
					$
					188000
					$
					32600.04
					$
					42000
					$
					99500
					$
					42000
					$
					151800
					$
					336000
					$
					175625
					$
					111250
					$
					60000
					$
					83625
					$
					150000
					$
					53800
					$
					131250
					$
					106050
					$
					47333.34
					$
					72000
					$
					32604
					$
					45000
					$
					32600
					$
					42000
					$
					185900
					$
					42000
					$
					157000
					$
					178333.33
					$
					60500
					$
					65004
					$
					175000
					$
					45000
					$
					42000
					$
					92004
					$
					132746
					$
					32604
					$
					1910746
					$
					90000
					$
					155000
